City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
693,Road Town,VG,18.4167,-64.6167,78.89,69,40,12.66,scattered clouds
694,Sussex,US,41.1834,-74.6663,36.37,78,100,9.22,snow
695,Rudnyy,KZ,52.9594,63.1206,-7.94,96,8,5.66,clear sky
696,Bonthe,SL,7.5264,-12.505,80.19,80,26,10.07,scattered clouds
697,Porto Walter,BR,-8.2686,-72.7439,73.33,97,80,4.36,light rain
698,Kirillov,RU,59.863,38.3813,11.82,98,95,3.27,overcast clouds
699,Santa Maria Del Oro,MX,25.9333,-105.3667,70.03,12,100,0.89,overcast clouds
700,Moerai,PF,-22.4333,-151.3333,80.64,74,59,6.91,broken clouds
701,Giurgita,RO,44.0167,23.6333,39.61,92,100,3.76,overcast clouds
702,Sistranda,NO,63.7256,8.834,31.96,65,0,9.4,clear sky
703,Balabac,PH,7.9868,117.0645,79.59,81,31,9.64,scattered clouds
704,Khorixas,NA,-20.3667,14.9667,64.02,50,43,3.0,scattered clouds
705,Mogok,MM,22.9167,96.5,53.19,75,0,1.95,clear sky
706,Lagos,NG,6.5833,3.75,78.21,86,21,2.57,few clouds
707,Novorzhev,RU,57.0294,29.3338,14.34,98,100,1.52,overcast clouds
708,Nova Olinda Do Norte,BR,-3.8881,-59.0942,72.23,92,97,2.89,overcast clouds
709,Baran,IN,25.1,76.5167,52.03,80,0,5.66,clear sky
710,Kosovo Polje,XK,42.6394,21.0961,35.83,91,75,5.01,broken clouds
711,Khartoum,SD,15.5518,32.5324,79.02,45,41,7.07,scattered clouds
712,Tiznit,MA,29.5833,-9.5,56.35,32,68,4.94,broken clouds
713,Mabaruma,GY,8.2,-59.7833,70.11,96,23,3.09,few clouds
